,rank,song,artist,peak-rank,weeks-on-board
126399,100,Gimme Some Love,Gina G,46,11
126447,48,Da' Dip,Freak Nasty,15,33
126464,65,That's Right,DJ Taz Featuring Raheem The Dream,51,20
126473,74,A Little Bit Of Ecstasy,Jocelyn Enriquez,55,20
126496,97,Everything You Want,Ray J,83,6
126497,98,Come On,Billy Lawrence Featuring MC Lyte,44,19
126498,99,If U Stay Ready,Suga Free,79,13
126499,100,Serenade,Shades,88,7
126546,47,Un-Break My Heart,Toni Braxton,1,42
126547,48,I Love Me Some Him/I Don't Want To,Toni Braxton,19,20
126555,56,Your Woman,White Town,23,20
126560,61,Everyday Is A Winding Road,Sheryl Crow,11,20
126564,65,One More Time,Real McCoy,27,20
126581,82,All By Myself,Celine Dion,4,20
126596,97,One More Day,New Edition,61,10
126597,98,For You,Kenny Lattimore,33,20
126645,46,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,2,34
126646,47,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),1,28
126682,83,Silent All These Years,Tori Amos,65,20
126699,100,Insomnia,Faithless,62,19
126747,48,Every Time I Close My Eyes,Babyface,6,26
126792,93,"The World Tonight (From ""Fathers' Day"")",Paul McCartney,64,10
126794,95,Love II Love,Damage,82,4
126795,96,"The Perfect Drug (From ""Lost Highway"")",Nine Inch Nails,46,9
126796,97,"My Heart Is Calling (From ""The Preacher's Wife"")",Whitney Houston,77,4
126799,100,I Shot The Sheriff,Warren G,20,19
126877,78,"Let It Go (From ""Set It Off"")",Ray J,25,20
126895,96,Blood On The Dance Floor,Michael Jackson,42,11
126897,98,Gangstas Make The World Go Round,Westside Connection,40,20
126899,100,"Get Your Groove On (From ""Baps"")",Gyrl,91,5
126991,92,"Too Late, Too Soon",Jon Secada,41,18
126993,94,Big Daddy,Hev-D,18,19
126994,95,Jazzy Belle,OutKast,52,14
126995,96,The New Pollution,Beck,78,7
126996,97,You Don't Have To Hurt No More,Mint Condition,32,16
126997,98,In My Arms,Erasure,55,8
126998,99,If Tomorrow Never Comes,Joose,51,17
126999,100,Havana,Kenny G,66,19
127041,42,Secret Garden,Bruce Springsteen,19,23
127043,44,Don't Let Go (Love),En Vogue,2,35
127064,65,Here's Your Sign (Get The Picture),Bill Engvall With Special Guest Travis Tritt,43,20
127081,82,Da' Dip,MC Luscious Featuring Kinsui,82,4
127084,85,Just Another Day,John Mellencamp,46,20
127099,100,"Step By Step (From ""The Preacher's Wife"")",Whitney Houston,15,17
127143,44,In My Bed,Dru Hill,4,25
127144,45,Wannabe,Spice Girls,1,23
127156,57,Get It Together,702,10,20
127174,75,I'll Be,Foxy Brown Featuring Jay-Z,7,20
127175,76,What's On Tonight,Montell Jordan,21,20
127195,96,Step Into A World (Rapture's Delight),KRS-One,70,13
127197,98,Feelin' It,JAY-Z,79,9
127198,99,Ghetto Love,Da Brat Featuring T-Boz,16,15
127199,100,"Who You Wit (From ""Sprung"")",JAY-Z,84,4
127249,50,Ooh Aah... Just A Little Bit,Gina G,12,30
127292,93,Head Over Heels,Allure Featuring NAS,35,15
127296,97,One Night At A Time,George Strait,59,12
127299,100,Fulton St.,Leschea,90,2
127348,49,Naked Eye,Luscious Jackson,36,26
127353,54,Let Me Clear My Throat,DJ Kool,30,20
127391,92,It Must Be Love,Robin S.,91,5
127396,97,The Old Apartment,Barenaked Ladies,88,6
127398,99,Sometimes,The Brand New Heavies,88,5
127399,100,The Theme (It's Party Time),Tracey Lee,55,18
127488,89,Please Don't Go,No Mercy,21,18
127489,90,Don't Stop Movin',Livin' Joy,67,20
127491,92,Stop The Gunfight,"Trapp Featuring 2pac, Notorious B.I.G.",77,7
127493,94,Talk To Me,Wild Orchid,48,15
127494,95,"It's Alright, It's Ok",Leah Andreone,57,20
127495,96,Do G's Get To Go To Heaven?,Richie Rich,57,15
127497,98,"Don't Cry For Me Argentina (From ""Evita"")",Madonna,8,16
127498,99,Precious Declaration,Collective Soul,65,10
127499,100,Falling In Love (Is Hard On The Knees),Aerosmith,35,15
127548,49,Nobody,Keith Sweat Featuring Athena Cage,3,35
127573,74,Firestarter,The Prodigy,30,20
127595,96,Request Line,Zhane,39,12
127597,98,Say... If You Feel Alright,Crystal Waters,40,15
127599,100,On & On,Erykah Badu,12,19
127696,97,Don't Keep Wasting My Time,Teddy Pendergrass,90,6
127697,98,Without Your Love,Angelina,82,15
127698,99,I'm Not Feeling You,Yvette Michele,44,14
127699,100,"Call Me (From ""Booty Call"")",Too Short & Lil' Kim,90,3
127794,95,Sho Nuff,Tela Featuring Eightball & MJG,58,8
127797,98,Just The Way You Like It,Tasha Holiday,93,5
127798,99,I Always Feel Like (Somebody's Watching Me),Tru Featuring Ice Cream Man (Master P),71,15
127799,100,It's In Your Eyes,Phil Collins,77,14
127846,47,No Diggity,BLACKstreet (Featuring Dr. Dre),1,31
127849,50,Change The World,Eric Clapton,5,43
127858,59,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,4,20
127897,98,Runnin',"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",81,14
127898,99,Whateva Man,Redman,42,15
127899,100,Fired Up!,Funky Green Dogs,80,14
127948,49,I Like It,The Blackout Allstars,25,22
127974,75,Desperately Wanting,Better Than Ezra,48,20
127978,79,"Space Jam (From ""Space Jam"")",Quad City DJ's,37,20
127990,91,"Fly Like An Eagle (From ""Space Jam"")",Seal,10,20
127997,98,Discotheque,U2,10,11
127998,99,Things'll Never Change/Rapper's Ball,E-40 Featuring Bo-Rock,29,14
127999,100,"Watch Me Do My Thing (From ""All That"")",Immature Featuring Smooth And Ed From Good Burger,32,14
128093,94,Get Up,Lost Boyz,60,17
128094,95,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,38,20
128097,98,Luchini aka (This Is It),Camp Lo,50,17
128098,99,It's All About U,SWV,61,15
128099,100,Under The Water,Merril Bainbridge,91,6
128194,95,It's Your Body,Johnny Gill Featuring Roger Troutman,43,19
128195,96,King Nothing,Metallica,90,8
128197,98,Take Your Time,Tre,77,10
128198,99,Bill,Peggy Scott-Adams,87,4
128199,100,What They Do,The Roots,34,15
128246,47,Cold Rock A Party,MC Lyte,11,20
128288,89,Thirty-Three,The Smashing Pumpkins,39,20
128291,92,I'm Not Giving You Up,Gloria Estefan,40,19
128297,98,Hip-Hopera,Bounty Killa featuring the Fugees,81,5
128298,99,Weekend Thang,Alfonzo Hunter,90,5
128351,52,When You're Gone/Free To Decide,The Cranberries,22,20
128369,70,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,8,20
128396,97,We Danced Anyway,Deana Carter,72,9
128444,45,I Love You Always Forever,Donna Lewis,2,41
128448,49,Where Do You Go,No Mercy,5,39
128449,50,Mouth,Merril Bainbridge,4,30
128478,79,If We Fall In Love Tonight,Rod Stewart,54,20
128480,81,"You Must Love Me (From ""Evita"")",Madonna,18,20
128544,45,If It Makes You Happy,Sheryl Crow,10,27
128546,47,When You Love A Woman,Journey,12,22
128548,49,I'm Still In Love With You,New Edition,7,20
128559,60,No Time,Lil' Kim Featuring Puff Daddy,18,20
128586,87,Tears,The Isley Brothers,55,11
128587,88,ATLiens,OutKast,35,17
128589,90,Barrel Of A Gun,Depeche Mode,47,5
128594,95,Come See Me,112,33,20
128595,96,Without Love,Donna Lewis,41,15
128598,99,Between You And Me,dc Talk,29,19
128599,100,Colour Of Love,Amber,74,10
128646,47,This Is Your Night,Amber,24,40
128648,49,You're Makin' Me High/Let It Flow,Toni Braxton,1,41
128658,59,Knocks Me Off My Feet,Donell Jones,49,20
128692,93,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,33,19
128697,98,Friends,John Michael Montgomery,69,12
128743,44,Twisted,Keith Sweat,2,38
128744,45,It's All Coming Back To Me Now,Celine Dion,2,30
128746,47,"Last Night (From ""The Nutty Professor"")",Az Yet,9,29
128748,49,Pony,Ginuwine,6,27
128775,76,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",6,20
128790,91,Hero Of The Day,Metallica,60,18
128793,94,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J,46,11
128795,96,I Fell In Love,Rockell,61,18
128847,48,Counting Blue Cars,Dishwalla,15,48
128893,94,You Don't Have To Love Me,Monifah,82,9
128895,96,Street Dreams,Nas,22,17
128898,99,Electrolite,R.E.M.,96,2
128899,100,Drop Dead Gorgeous,Republica,93,3
128985,86,I Can Make It Better,Luther Vandross,80,10
128987,88,Let's Ride,Richie Rich,67,13
128990,91,"How Could You (From ""Bulletproof"")",K-Ci & JoJo,53,15
128994,95,Setting Sun,The Chemical Brothers,80,5
128996,97,Stand Up,Love Tribe,89,5
128998,99,Passion,K5,98,3
128999,100,My Baby Mama,QT,94,4
129040,41,You Learn/You Oughta Know,Alanis Morissette,6,30
129041,42,What Kind Of Man Would I Be,Mint Condition,17,24
129062,63,Falling,Montell Jordan,18,20
129085,86,Sugar Honey Ice Tea,Goodfellaz,64,10
129089,90,The Moment,Kenny G,63,14
129090,91,Nowhere To Go,Melissa Etheridge,40,19
129095,96,You Can Make History (Young Again),Elton John,70,17
129096,97,All I Want,Susanna Hoffs,77,12
129098,99,"Another You, Another Me",Brady Seals,91,4
129099,100,When Boy Meets Girl,Total,50,17
129143,44,Macarena (Bayside Boys Mix),Los Del Rio,1,60
129145,46,Key West Intermezzo (I Saw You First),John Mellencamp,14,24
129164,65,Bow Down,Westside Connection,21,20
129186,87,"Bohemian Rhapsody (From ""High School High"")",The Braids,42,17
129192,93,Birmingham,Amanda Marshall,43,20
129196,97,At Night I Pray,Wild Orchid,63,20
129198,99,Dance Into The Light,Phil Collins,45,16
129199,100,One And One,Robert Miles Featuring Maria Nayler,54,19
129243,44,"Tell Me (From ""Eddie"")",Dru Hill,18,23
129250,51,Let's Make A Night To Remember,Bryan Adams,24,23
129296,97,Bittersweet Me,R.E.M.,46,12
129299,100,I Luv U Baby,The Original,66,16
129353,54,Steelo,702,32,20
129393,94,God Bless The Child,Shania Twain,75,5
129394,95,Sittin' On Top Of The World,Da Brat,30,16
129396,97,"What's Love Got To Do With It (From ""Supercop"")",Warren G Featuring Adina Howard,32,19
129397,98,Leavin',The Tony Rich Project,88,8
129398,99,Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush,47,18
129399,100,The Sound Of My Tears,Deborah Cox,97,4
129447,48,Loungin,LL Cool J,3,29
129467,68,Tonight Is The Night,Le Click,68,20
129490,91,Music Makes Me High,Lost Boyz,51,16
129494,95,Little Bitty,Alan Jackson,58,10
129495,96,"That Thing You Do! (From ""That Thing You Do!"")",The Wonders,41,15
129497,98,Every Light In The House,Trace Adkins,78,9
129498,99,Lady,Mista,90,3
129499,100,Let's Get The Mood Right,Johnny Gill,53,18
129550,51,If Your Girl Only Knew,Aaliyah,11,20
129571,72,Hit Me Off,New Edition,3,20
129579,80,Macarena Christmas,Los Del Rio,57,4
129649,50,"Missing You (From ""Set It Off"")","Brandy, Tamia, Gladys Knight & Chaka Khan",25,20
129671,72,Jellyhead,Crush,72,21
129699,100,That's How It Is (It's Like That),Redman Featuring K-Solo,95,2
129745,46,C'mon N' Ride It (The Train),Quad City DJ's,3,42
129747,48,Give Me One Reason,Tracy Chapman,3,39
129749,50,Do You Miss Me,Jocelyn Enriquez,49,23
129795,96,Everything Falls Apart/Small Wonders,dog's eye view,66,14
129796,97,Use Your Heart,SWV,22,20
129798,99,I Don't Need Your Love,Angelina,69,11
129843,44,Follow You Down/Til I Hear It From You,Gin Blossoms,9,46
129845,46,Who Will Save Your Soul,Jewel,11,30
129879,80,Ready To Go,Republica,56,20
129892,93,"Touch Myself (From ""Fled"")",T-Boz,40,20
129899,100,Just The Way (Playas Play),Alfonzo Hunter,85,8
129951,52,Po Pimp,Do Or Die (Featuring Twista),22,20
129983,84,"Why Does It Hurt So Bad (From ""Waiting To Exhale"")",Whitney Houston,26,20
129991,92,Ascension (Don't Ever Wonder),Maxwell,36,18
129997,98,Beyond The Invisible,Enigma,81,3
129998,99,Your Secret Love,Luther Vandross,52,13
129999,100,Can't Knock The Hustle,JAY-Z,73,14
130049,50,Only You,112 Featuring The Notorious B.I.G.,13,28
130087,88,Stupid Girl,Garbage,24,20
130097,98,Strawberry Wine,Deana Carter,65,10
130098,99,Elevators (Me & You),OutKast,12,20
130099,100,Like I Do,For Real,72,8
130197,98,Missing You,Tina Turner,84,9
130198,99,Devil's Haircut,Beck,94,4
130199,100,Snapshot,RuPaul,95,5
130246,47,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,1,24
130248,49,I Can't Sleep Baby (If I),R. Kelly,5,20
130249,50,Macarena,Los Del Rio,23,21
130266,67,The Things That You Do,Gina Thompson,41,20
130283,84,Tucker's Town,Hootie & The Blowfish,38,20
130292,93,Tell Me (I'll Be Around),Shades,50,17
130297,98,The Child (Inside),Qkumba Zoo,69,7
130298,99,DJ Girl,Katalina,86,11
130299,100,Don't Go Away,Fun Factory,93,4
130395,96,Shake A Lil' Somethin'...,The 2 Live Crew,72,15
130398,99,Don't Look Back In Anger,Oasis,55,14
130399,100,I'm So Happy I Can't Stop Crying,Sting,94,3
130441,42,"Insensitive (From ""Bed Of Roses"")",Jann Arden,12,40
130447,48,Always Be My Baby,Mariah Carey,1,32
130475,76,That Girl,Maxi Priest Featuring Shaggy,20,20
130485,86,"Tonight, Tonight",The Smashing Pumpkins,36,20
130491,92,Me And Those Dreamin' Eyes Of Mine,D'Angelo,74,6
130496,97,You'll Be Mine (Party Time),Gloria Estefan,70,10
130498,99,"I Like (From ""The Nutty Professor"")",Montell Jordan Featuring Slick Rick,28,20
130548,49,Sweet Dreams,La Bouche,13,32
130549,50,Nobody Knows,The Tony Rich Project,2,47
130573,74,Blue,LeAnn Rimes,26,20
130585,86,All I See,A+,66,14
130591,92,If I Ruled The World,Nas,53,20
130594,95,Where It's At,Beck,61,19
130597,98,E-Bow The Letter,R.E.M.,49,9
130598,99,"Wu-Wear: The Garment Renaissance (From ""High School High"")",RZA Feat. Method Man & Cappadonna,60,12
130599,100,Like A Woman,The Tony Rich Project,41,15
130651,52,Jealousy,Natalie Merchant,23,20
130694,95,Gettin' It,Too Short Featuring Parliament Funkadelic,68,10
130695,96,Blackberry Molasses,Mista,53,18
130696,97,Guys Do It All The Time,Mindy McCready,72,9
130699,100,"Get Ready, Here It Comes (It's The Choo-Choo)",Southsyde B.O.I.Z.,96,2
130746,47,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,1,33
130749,50,Ironic,Alanis Morissette,4,32
130760,61,Why I Love You So Much/Ain't Nobody,Monica,9,20
130797,98,Maria,Ricky Martin,88,14
130798,99,Until It Sleeps,Metallica,10,20
130799,100,"Walls (From ""She's The One"")",Tom Petty And The Heartbreakers,69,4
130889,90,Who You Are,Pearl Jam,31,9
130890,91,Baby Luv,Groove Theory,65,11
130896,97,"Where Do We Go From Here (From ""Eraser"")",Vanessa Williams,71,14
130897,98,All Along,Blessid Union Of Souls,70,14
130898,99,Superstar,Charm Farm,89,4
130899,100,"So Many Ways (From ""High School High"")",The Braxtons,83,8
130992,93,"Someday (From ""The Hunchback Of Notre Dame"")",All-4-One,30,15
130996,97,Where Do We Go From Here,Deborah Cox,48,14
130997,98,It's A Party,Busta Rhymes Featuring Zhane,52,13
130998,99,Movin' On,CeCe Peniston,83,7
130999,100,As Long As It Matters,Gin Blossoms,75,8
131044,45,"The Earth, The Sun, The Rain",Color Me Badd,21,22
131049,50,Kissin' You,Total,12,22
131095,96,"It's All The Way Live (Now) (From ""Eddie"")",Coolio,29,18
131096,97,Macarena,Los Del Mar,71,15
131097,98,Can You Feel Me,Dru Down,92,5
131098,99,Jump On It,Sir Mix-A-Lot,97,3
131099,100,Just Because I Love You,Lina Santiago,78,8
131147,48,Children,Robert Miles,21,20
131155,56,"Touch Me Tease Me (From ""The Nutty Professor"")",Case Featuring Foxxy Brown,14,20
131157,58,Tha Crossroads,Bone Thugs-N-Harmony,1,20
131192,93,Flood,Jars Of Clay,37,19
131198,99,"Theme From Mission: Impossible (From ""Mission: Impossible"")",Adam Clayton & Larry Mullen,7,20
131199,100,Hay,Crucial Conflict,18,20
131289,90,Angeline Is Coming Home,The Badlees,67,11
131290,91,Get On Up,Jodeci,22,18
131294,95,One By One,Cher,52,14
131295,96,You,Monifah,32,19
131297,98,Dirty South,Goodie Mob,92,3
131299,100,Fastlove,George Michael,8,19
131392,93,Tres Delinquentes,Delinquent Habits,35,20
131396,97,Old Man & Me (When I Get To Heaven),Hootie & The Blowfish,13,20
131398,99,One More Try,Kristine W,78,15
131399,100,I'll Never Stop Loving You,J'Son,62,16
131455,56,Reach,Gloria Estefan,42,20
131475,76,You're The One,SWV,5,20
131495,96,Redneck Games,Jeff Foxworthy With Alan Jackson,66,10
131496,97,They Don't Care About Us,Michael Jackson,30,13
131499,100,With You,Somethin' For The People,98,2
131546,47,Missing,Everything But The Girl,2,55
131549,50,Wonder,Natalie Merchant,20,38
131589,90,Paparazzi,Xzibit,83,6
131590,91,In The Hood,Donell Jones,79,8
131595,96,"Machinehead (From ""Fear"")",Bush,43,20
131596,97,"Wishes (From ""Kazaam"")",Nathan Morris,86,5
131598,99,"Guilty (From ""Seven"")",Gravity Kills,86,20
131668,69,Ain't No Nigga/Dead Presidents,Jay-Z Featuring Foxxy Brown,50,20
131691,92,Mint Car,The Cure,58,5
131694,95,In The Meantime,Spacehog,32,20
131698,99,Back To The World,Tevin Campbell,47,9
131699,100,Waiting For Wednesday,Lisa Loeb & Nine Stories,83,5
131745,46,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,2,33
131786,87,House Keeper,Men Of Vizion,67,11
131788,89,You Still Touch Me,Sting,60,13
131793,94,Never Too Busy,Kenny Lattimore,89,4
131794,95,Things We Do For Love,Horace Brown,95,1
131795,96,Forever More,Puff Johnson,63,13
131797,98,"Scarred (From ""Eddie"")",Luke,64,16
131799,100,The Only Thing That Looks Good On Me Is You,Bryan Adams,52,12
131865,66,"Count On Me (From ""Waiting To Exhale"")",Whitney Houston & CeCe Winans,8,20
131891,92,Release Me,Angelina,52,20
131897,98,Can't Get You Off My Mind,Lenny Kravitz,62,20
131898,99,Wrong,Everything But The Girl,68,10
131899,100,Hang 'Em High,Sadat X,98,2
131948,49,Be My Lover,La Bouche,6,38
131949,50,"1, 2, 3, 4 (Sumpin' New)",Coolio,5,21
131966,67,"Keep On, Keepin' On (From ""Sunset Park"")",MC Lyte Featuring Xscape,10,20
131990,91,Please Don't Go,Immature,36,13
131995,96,For The Love Of You,Jordan Hill,66,8
131999,100,Ain't Nobody/Kissing You,Faith Evans,67,16
132056,57,"Closer To Free (From ""Party Of Five"")",BoDeans,16,20
132077,78,Woo-Hah!! Got You All In Check/Everything Remains Raw,Busta Rhymes,8,20
132091,92,Only Happy When It Rains,Garbage,55,20
132095,96,Doin It,LL Cool J,9,20
132096,97,Don't Wanna Lose You,Lionel Richie,39,15
132097,98,Renee,Lost Boyz,33,18
132098,99,You Said,Mona Lisa,83,5
132149,50,Your Loving Arms,Billie Ray Martin,46,23
132161,62,Down Low (Nobody Has To Know),R. Kelly Featuring Ronald Isley,4,20
132196,97,Lady,D'Angelo,10,20
132197,98,Amish Paradise,"""Weird Al"" Yankovic",53,16
132198,99,My Maria,Brooks & Dunn,79,12
132199,100,5 O'Clock,Nonchalant,24,20
132246,47,1979,The Smashing Pumpkins,12,22
132248,49,The World I Know,Collective Soul,19,34
132289,90,Chains,Tina Arena,38,12
132296,97,Feel The Music,Planet Soul Featuring Brenda Dee,73,10
132297,98,Boom Biddy Bye Bye,Cypress Hill,87,3
132299,100,Mr. Ice Cream Man,Master P,90,9
132349,50,Just A Girl,No Doubt,23,29
132358,59,Don't Cry,Seal,33,20
132363,64,I Want To Come Over,Melissa Etheridge,22,20
132387,88,"A Thin Line Between Love & Hate (From ""A Thin Line..."")",H-Town,37,20
132394,95,I Will Survive,Chantay Savage,24,20
132396,97,Shadowboxin',Genius/GZA Featuring Method Man,67,13
132397,98,Heartspark Dollarsign,Everclear,85,7
132399,100,Live And Die For Hip Hop,Kris Kross,72,10
132439,40,Get Money,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,17,20
132451,52,"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",Joe,11,20
132490,91,Do You Want To/Can't Hang,Xscape Featuring MC Lyte,50,16
132495,96,Scary Kisses,Voice Of The Beehive,77,8
132498,99,Dreamer,Livin' Joy,72,19
132499,100,Esa Nena Linda,Artie The 1 Man Party,74,14
132545,46,Name,Goo Goo Dolls,5,36
132560,61,Who Do U Love,Deborah Cox,17,20
132587,88,Lucky Love,Ace Of Base,30,17
132588,89,One For The Money,Horace Brown,62,12
132591,92,The World Is A Ghetto,Geto Boys Featuring Flaj,82,7
132595,96,Ever Since You Went Away,Art N' Soul,72,14
132598,99,"Let's Lay Together (From ""Don't Be A Menace..."")",The Isley Brothers,93,5
132599,100,Slow Jams,Quincy Jones Feat. Babyface & Tamia With Portrai,68,9
132660,61,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,2,20
132673,74,Wonderwall,Oasis,8,20
132683,84,Feels So Good (Show Me Your Love),Lina Santiago,35,20
132688,89,Glycerine,Bush,28,20
132698,99,Peaches,The Presidents Of The United States Of America,29,14
132699,100,Love Don't Live Here Anymore,Madonna,78,8
132744,45,One Sweet Day,Mariah Carey & Boyz II Men,1,27
132776,77,Cumbersome,Seven Mary Three,39,20
132797,98,The 13th,The Cure,44,4
132798,99,I Don't Wanna Be Alone,Shai,89,5
132799,100,"Hoop In Yo Face (From ""Sunset Park"")",69 Boyz Featuring Quad City DJ's,95,3
132849,50,Hook,Blues Traveler,23,34
132896,97,Jesus To A Child,George Michael,7,14
132897,98,Have I Never,A Few Good Men,76,10
