,category,nominee,artist,workers
777,Best New Artist,Sam Smith,,
778,Best Pop Solo Performance,Happy (Live),Pharrell Williams,
779,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,
780,Best Traditional Pop Vocal Album,Cheek To Cheek,Tony Bennett & Lady Gaga,"Dae Bennett, producer; Dae Bennett, engineer/mixer"
781,Best Pop Vocal Album,In The Lonely Hour,Sam Smith,"Jimmy Napes, producer; Steve Fitzmaurice, engineer/mixer"
782,Best Dance Recording,Rather Be,Clean Bandit Featuring Jess Glynne,"Grace Chatto & Jack Patterson, producers; Wez Clarke & Jack Patterson, mixers"
783,Best Dance/Electronic Album,Syro,Aphex Twin,"Aphex Twin, producer"
784,Best Contemporary Instrumental Album,Bass & Mandolin,Chris Thile & Edgar Meyer,"Edgar Meyer & Chris Thile, producers; Richard King & Dave Sinko, engineers/mixers"
785,Best Rock Performance,Lazaretto,Jack White,
786,Best Metal Performance,The Last In Line,Tenacious D,
787,Best Rock Song,Ain't It Fun,,"Hayley Williams & Taylor York, songwriters (Paramore)"
788,Best Rock Album,Morning Phase,Beck,"Beck Hansen, producer; Drew Brown, Tom Elmhirst, David Greenbaum, Cole Marsden Greif-Neill, Florian Lagatta, Robbie Nelson, Darrell Thorp, Cassidy Turbin & Joe Visciano, engineers/mixers"
789,Best Alternative Music Album,St. Vincent,St. Vincent,"John Congleton, producer; John Congleton, engineer/mixer"
790,Best R&B Performance,Drunk In Love,Beyoncé Featuring Jay Z,
791,Best Traditional R&B Performance,Jesus Children,Robert Glasper Experiment Featuring Lalah Hathaway & Malcolm-Jamal Warner,
792,Best R&B Song,Drunk In Love,,"Shawn Carter, Rasool Diaz, Noel Fisher, Jerome Harmon, Beyoncé Knowles, Timothy Mosley, Andre Eric Proctor & Brian Soko, songwriters (Beyoncé Featuring Jay Z)"
793,Best Urban Contemporary Album,Girl,Pharrell Williams,"Pharrell Williams, producer; Andrew Coleman, Mick Guzauski & Mike Larson, engineers/mixers"
794,Best R&B Album,"Love, Marriage & Divorce",Toni Braxton & Babyface,"Babyface, producer; Paul Boutin, engineer/mixer"
795,Best Rap Performance,I,Kendrick Lamar,
796,Best Rap/Sung Collaboration,The Monster,Eminem Featuring Rihanna,
797,Best Rap Song,I,,"K. Duckworth, Ronald Isley & C. Smith, songwriters (Kendrick Lamar)"
798,Best Rap Album,The Marshall Mathers LP2,Eminem,"Tony Campana, Joe Strange & Mike Strange, engineers/mixers"
799,Best Country Solo Performance,Something In The Water,Carrie Underwood,
800,Best Country Duo/Group Performance,Gentle On My Mind,The Band Perry,
801,Best Country Song,I'm Not Gonna Miss You,,"Glen Campbell & Julian Raymond, songwriters (Glen Campbell)"
802,Best Country Album,Platinum,Miranda Lambert,"Chuck Ainlay, Frank Liddell & Glenn Worf, producers; Chuck Ainlay, engineer/mixer"
803,Best New Age Album,Winds Of Samsara,Ricky Kej & Wouter Kellerman,"Ricky Kej & Wouter Kellerman, producers; Ricky Kej & Wouter Kellerman, engineers/mixers"
804,Best Improvised Jazz Solo,Fingerprints,,"Chick Corea, soloist"
805,Best Jazz Vocal Album,Beautiful Life,Dianne Reeves,"Terri Lyne Carrington, producer; Jeremy Loucas, engineer/mixer"
806,Best Jazz Instrumental Album,Trilogy,Chick Corea Trio,"Bernie Kirsh & Brian Vibberts, engineers/mixers"
807,Best Large Jazz Ensemble Album,Life In The Bubble,Gordon Goodwin's Big Phat Band,"Gregg Field & Dan Savant, producers; Gregg Field & Tommy Vicari, engineers/mixers"
808,Best Latin Jazz Album,The Offense Of The Drum,Arturo O'Farrill & The Afro Latin Jazz Orchestra,"Todd Barkan, Eric Oberstein & Kabir Sehgal, producers; Katherine Miller, engineer/mixer"
809,Best Gospel Performance/Song,No Greater Love,,"Smokie Norful; Aaron W. Lindsey & Smokie Norful, songwriters"
810,Best Contemporary Christian Music Performance/Song,Messengers,,"Lecrae Featuring For King & Country; Torrance Esmond, Ran Jackson, Ricky Jackson, Kenneth Chris Mackey, Lecrae Moore, Joseph Prielozny, Joel Smallbone & Luke Smallbone, songwriters"
811,Best Gospel Album,Help,Erica Campbell,"Warryn Campbell, producer; Rob Chiarelli & Larry Whitt, engineers/mixers"
812,Best Contemporary Christian Music Album,Run Wild. Live Free. Love Strong.,For King & Country,"For King & Country (Joel Smallbone & Luke Smallbone), producers; Ainslie Grosser & Mike X O’Connor, engineers/mixers"
813,Best Roots Gospel Album,Shine For All The People,Mike Farris,"Mike Farris, producer; Chad Brown, Mike Farris & Ross Gower, engineers/mixers"
814,Best Latin Pop Album,Tangos,Rubén Blades,"Carlos Franzetti, producer; Chris Sulit, engineer/mixer"
815,"Best Latin Rock, Urban or Alternative Album",Multiviral,Calle 13,"Calle 13 (Eduardo Cabra & René Pérez), producers; John Blais & Michael Brauer, engineers/mixers"
816,Best Regional Mexican Music Album (Including Tejano),Mano A Mano - Tangos A La Manera De Vicente Fernández,Vicente Fernández,"Vicente Fernández, producer; Alejandro Ramírez Espinal & Javier Ramírez, engineers/mixers"
817,Best Tropical Latin Album,Más + Corazón Profundo,Carlos Vives,"Andrés Castro & Carlos Vives, producers; Edgar Barrera, Scott Canto, Andrés Castro, Francisco Díaz, Javier Garza, Guikanko Gomez, Shafik Palis & Curt Schneider, engineers/mixers"
818,Best American Roots Performance,A Feather's Not A Bird,Rosanne Cash,
819,Best American Roots Song,A Feather's Not A Bird,,"Rosanne Cash & John Leventhal, songwriters (Rosanne Cash)"
820,Best Americana Album,The River & The Thread,Rosanne Cash,"Rick De Pofi & John Leventhal, producers; Rick De Pofi & John Leventhal, engineers/mixers"
821,Best Bluegrass Album,The Earls Of Leicester,The Earls Of Leicester,"Bil VornDick, engineer/mixer"
822,Best Blues Album,Step Back,Johnny Winter,"Paul Nelson, producer; Mike ""Metal"" Goldberg & Brendan Muldowney, engineers/mixers"
823,Best Folk Album,Remedy,Old Crow Medicine Show,"Ted Hutt, producer; Ted Hutt & Ryan Mall, engineers/mixers"
824,Best Regional Roots Music Album,The Legacy,Jo-EL Sonnier,"Jo-EL Sonnier & Shane Theriot, producers; Tony Daigle, Jo-EL Sonnier & Shane Theriot, engineers/mixers"
825,Best Reggae Album,Fly Rasta,Ziggy Marley,"Ziggy Marley, producer; Isha Erskine & Andrew Scheps, engineers/mixers"
826,Best World Music Album,Eve,Angelique Kidjo,"Patrick Dillett, producer; Michael Brauer, Patrick Dillett & Laurent Dupuy, engineers/mixers"
827,Best Children's Album,I Am Malala: How One Girl Stood Up For Education And Changed The World (Malala Yousafzai),Neela Vaswani,"Cheryl Smith, producer; Jared O'Connell, engineer/mixer"
828,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Diary Of A Mad Diva,Joan Rivers,"Diane Mckiernan, producer; Nikki Banks Maurer & Jared O'Connell, engineers/mixers"
829,Best Comedy Album,Mandatory Fun,Weird Al Yankovic,"Weird Al Yankovic, producer; Rafael Serrano, Brian Warwick & Dave Way, engineers/mixers"
830,Best Musical Theater Album,Beautiful: The Carole King Musical,,"Jessie Mueller, principal soloist; Jason Howland, Steve Sidwell & Billy Jay Stein, producers; Joel Moss, engineer; Jason Howland & Billy Jay Stein, engineers/mixers (Original Broadway Cast)"
831,Best Compilation Soundtrack For Visual Media,Frozen,(Various Artists),"Kristen Anderson-Lopez, Robert Lopez, Tom MacDougall & Chris Montan, compilation producers; David Boucher, engineer/mixer"
832,Best Score Soundtrack For Visual Media,The Grand Budapest Hotel,,"Alexandre Desplat, composer; Wes Anderson & Randall Poster, producers; Simon Rhodes, engineer/mixer (Alexandre Desplat)"
833,Best Song Written For Visual Media,Let It Go,"Kristen Anderson-Lopez & Robert Lopez, songwriters (Idina Menzel)",
834,Best Instrumental Composition,The Book Thief,,"John Williams, composer (John Williams)"
835,"Best Arrangement, Instrumental or A Cappella",Daft Punk,,"Ben Bram & Pentatonix (Mitch Grassi, Scott Hoying, Avi Kaplan, Kirstin Maldonado & Kevin Olusola), arrangers (Pentatonix)"
836,"Best Arrangement, Instruments and Vocals",New York Tendaberry,,"Billy Childs, arranger (Billy Childs Featuring Renée Fleming & Yo-Yo Ma)"
837,Best Recording Package,Lightning Bolt,,"Jeff Ament, Don Pendleton, Joe Spix & Jerome Turner, art directors (Pearl Jam)"
838,Best Boxed Or Special Limited Edition Package,"The Rise & Fall Of Paramount Records, Volume One (1917-27)",,"Susan Archie, Dean Blackwood & Jack White, art directors (Various Artists)"
839,Best Album Notes,Offering: Live At Temple University,,"Ashley Kahn, album notes writer (John Coltrane)"
840,Best Historical Album,"The Garden Spot Programs, 1950",,"Colin Escott & Cheryl Pawelski, compilation producers; Michael Graves, mastering engineer (Hank Williams)"
841,"Best Engineered Album, Non-Classical",Morning Phase,,"Drew Brown, Tom Elmhirst, David Greenbaum, Cole Marsden Greif-Neill, Florian Lagatta, Robbie Nelson, Darrell Thorp, Cassidy Turbin & Joe Visciano, engineers; Bob Ludwig, mastering engineer (Beck)"
842,"Producer Of The Year, Non-Classical",Max Martin,,
843,"Best Remixed Recording, Non-Classical",All Of Me (Tiësto's Birthday Treatment Remix),,"Tijs Michiel Verwest, remixer (John Legend)"
844,Best Surround Sound Album,Beyoncé,,"Elliot Scheiner, surround mix engineer; Bob Ludwig, surround mastering engineer; Beyoncé Knowles, surround producer (Beyoncé)"
845,"Best Engineered Album, Classical",Vaughan Williams: Dona Nobis Pacem; Symphony No. 4; The Lark Ascending,,"Michael Bishop, engineer; Michael Bishop, mastering engineer (Robert Spano, Norman Mackenzie, Atlanta Symphony Orchestra & Chorus)"
846,"Producer Of The Year, Classical",Judith Sherman,,
847,Best Orchestral Performance,"Adams, John: City Noir",,"David Robertson, conductor; Friedemann Engelbrecht, producer; Richard King, engineer/mixer (St. Louis Symphony)"
848,Best Opera Recording,Charpentier: La Descente D'Orphée Aux Enfers,,"Paul O'Dette & Stephen Stubbs, conductors; Aaron Sheehan, soloist; Siegbert Ernst, engineer/mixer (Boston Early Music Festival Vocal Ensemble; Boston Early Music Festival Chamber Ensemble)"
849,Best Choral Performance,The Sacred Spirit Of Russia,,"Craig Hella Johnson, conductor; Robina G. Young, producer; Brad Michel, engineer/mixer (Conspirare)"
850,Best Chamber Music/Small Ensemble Performance,In 27 Pieces - The Hilary Hahn Encores,,"Hilary Hahn & Andreas K. Meyer, producers; Andreas K. Meyer & Julian Schwenker, engineers/mixers"
851,Best Classical Instrumental Solo,Play,,"Jason Vieaux; Alan Bise, producer; Bruce Egre, engineer/mixer"
852,Best Classical Solo Vocal Album,Douce France,,"Anne Sofie Von Otter, soloist; Jean-Pierre Loisil, producer; Thomas Dappelo, engineer/mixer"
853,Best Classical Compendium,Partch: Plectra & Percussion Dances,,"John Schneider, producer; John Baffa, engineer/mixer (Partch)"
854,Best Contemporary Classical Composition,"Adams, John Luther: Become Ocean",,"John Luther Adams, composer"
855,Best Music Video,Happy,Pharrell Williams,"We Are From LA (Pierre Dupaquier & Clement Durou), video directors; Kathleen Heffernan, Solal Micenmacher, Jett Steiger & Cedric Troadec, video producers"
856,Best Music Film,20 Feet From Stardom,"Darlene Love, Merry Clayton, Lisa Fischer & Judith Hill","Morgan Neville, video director; Gil Friesen & Caitrin Rogers, video producers"
857,Record Of The Year,Get Lucky,Daft Punk Featuring Pharrell Williams & Nile Rodgers,"Thomas Bangalter & Guy-Manuel de Homem-Christo, producers; Peter Franco, Mick Guzauski, Florian Lagatta & Daniel Lerner, engineers/mixers; Antoine Chabert & Bob Ludwig, mastering engineers"
858,Album Of The Year,Random Access Memories,Daft Punk,"Julian Casablancas, DJ Falcon, Todd Edwards, Chilly Gonzales, Giorgio Moroder, Panda Bear, Nile Rodgers, Paul Williams & Pharrell Williams, featured artists; Thomas Bangalter, Julian Casablancas, Guy-Manuel de Homem-Christo, DJ Falcon & Todd Edwards, producers; Peter Franco, Mick Guzauski, Florian Lagatta, Guillaume Le Braz & Daniel Lerner, engineers/mixers; Antoine Chabert & Bob Ludwig, mastering engineers"
859,Song Of The Year,Royals,,"Joel Little & Ella Yelich O'Connor, songwriters (Lorde)"
860,Best New Artist,Macklemore & Ryan Lewis,,
861,Best Pop Solo Performance,Royals,Lorde,
862,Best Pop Duo/Group Performance,Get Lucky,Daft Punk Featuring Pharrell Williams & Nile Rodgers,
863,Best Pop Instrumental Album,Steppin' Out,Herb Alpert,"Herb Alpert & Lani Hall, producers; Mick Guzauski, Hussain Jiffry & Alan Myerson, engineers/mixers"
864,Best Pop Vocal Album,Unorthodox Jukebox,Bruno Mars,"Philip Lawrence, Ari Levine & Bruno Mars, producers; Ari Levine & Manny Marroquin, engineers/mixers"
865,Best Dance Recording,Clarity,Zedd Featuring Foxes,"Zedd, producer; Zedd, mixer"
866,Best Dance/Electronica Album,Random Access Memories,Daft Punk,"Daft Punk (Thomas Bangalter & Guy-Manuel de Homem-Christo), producers; Peter Franco, Mick Guzauski & Florian Lagatta, engineers/mixers"
867,Best Traditional Pop Vocal Album,To Be Loved,Michael Bublé,"Bob Rock, producer; Eric Helmkamp, Roger Monk & Bob Rock, engineers/mixers"
868,Best Rock Performance,Radioactive,Imagine Dragons,
869,Best Metal Performance,God Is Dead?,Black Sabbath,
870,Best Rock Song,Cut Me Some Slack,,"Dave Grohl, Paul McCartney, Krist Novoselic & Pat Smear, songwriters (Paul McCartney, Dave Grohl, Krist Novoselic, Pat Smear)"
871,Best Rock Album,Celebration Day,Led Zeppelin,"Dick Curruthers & Jim Parsons, producers; John Catlin, Alan Moulder & Tim Summerhayes, engineers/mixers"
872,Best Alternative Music Album,Modern Vampires Of The City,Vampire Weekend,"Ariel Rechtshaid, producer; Michael Harris, Ariel Rechtshaid, Nick Rowe & Dave Schiffman, engineers/mixers"
873,Best R&B Performance,Something,Snarky Puppy With Lalah Hathaway,
874,Best Traditional R&B Performance,Please Come Home,Gary Clark Jr.,
875,Best R&B Song,Pusher Love Girl,,"James Fauntleroy, Jerome Harmon, Timothy Mosley & Justin Timberlake, songwriters (Justin Timberlake)"
876,Best Urban Contemporary Album,Unapologetic,Rihanna,"Kuk Harrell, producer; Kuk Harrell, Manny Marroquin & Marcos Tovar, engineers/mixers"
877,Best R&B Album,Girl On Fire,Alicia Keys,"Alicia Keys, producer; Manny Marroquin & Ann Mincieli, engineers/mixers"
878,Best Rap Performance,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,
879,Best Rap/Sung Collaboration,Holy Grail,Jay Z Featuring Justin Timberlake,
880,Best Rap Song,Thrift Shop,,"Ben Haggerty & Ryan Lewis, songwriters (Macklemore & Ryan Lewis Featuring Wanz)"
881,Best Rap Album,The Heist,Macklemore & Ryan Lewis,"Macklemore & Ryan Lewis, engineers/mixers"
882,Best Country Solo Performance,Wagon Wheel,Darius Rucker,
883,Best Country Duo/Group Performance,From This Valley,The Civil Wars,
884,Best Country Song,Merry Go 'Round,,"Shane McAnally, Kacey Musgraves & Josh Osborne, songwriters (Kacey Musgraves)"
885,Best Country Album,Same Trailer Different Park,Kacey Musgraves,"Luke Laird, Shane McAnally & Kacey Musgraves, producers; Charlie Brocco & Ryan Gore, engineers/mixers"
886,Best New Age Album,Love's River,Laura Sullivan,"Eric Sullivan, producer"
887,Best Improvised Jazz Solo,Orbits,,"Wayne Shorter, soloist"
888,Best Jazz Vocal Album,Liquid Spirit,Gregory Porter,"Brian Bacchus, producer; Jay Newland, engineer/mixer"
889,Best Jazz Instrumental Album,Money Jungle: Provocative In Blue,Terri Lyne Carrington,"Terri Lyne Carrington, producer; Jeremy Loucas & Mike Marciano, engineers/mixers"
890,Best Large Jazz Ensemble Album,Night In Calisia,"Randy Brecker, Włodek Pawlik Trio & Kalisz Philharmonic","Jacek Gawlowski, Leszek Kaminski & Jaroslaw Regulski, engineers/mixers"
891,Best Latin Jazz Album,Song For Maura,Paquito D'Rivera And Trio Corrente,"Brenda Feliciano & Jacques Figueras, producers; Carlos Akamine & Daniel Freiberg, engineers/mixers"
892,Best Gospel/Contemporary Christian Music Performance,Break Every Chain [Live],Tasha Cobbs,
893,Best Gospel Song,If He Did It Before... Same God [Live],,"Tye Tribbett, songwriter (Tye Tribbett)"
894,Best Contemporary Christian Music Song,Overcomer,,"David Garcia, Ben Glover & Christopher Stevens, songwriters (Mandisa)"
895,Best Gospel Album,Greater Than [Live],Tye Tribbett,"Brandon Jones & Tye Tribbett, producers; John Jaszcz, Ryan Moys & Brian Thomason, engineers/mixers"
896,Best Contemporary Christian Music Album,Overcomer,Mandisa,"David Garcia & Christopher Stevens, producers; David Garcia & Christopher Stevens, engineers/mixers"
897,Best Latin Pop Album,Vida,Draco Rosa,"Draco Rosa, producer; Benny Faccone, Seth Horan Atkins & Sadaharu Yagi, engineers/mixers"
898,"Best Latin Rock, Urban or Alternative Album",Treinta Días,La Santa Cecilia,"Sebastian Krys, producer; Sebastian Krys, engineer/mixer"
899,Best Regional Mexican Music Album (Including Tejano),A Mi Manera,Mariachi Divas De Cindy Shea,"Salvador ""Chava"" Sandoval, engineer/mixer"
900,Best Tropical Latin Album,Pacific Mambo Orchestra,Pacific Mambo Orchestra,
901,Best American Roots Song,Love Has Come For You,,"Edie Brickell & Steve Martin, songwriters (Steve Martin & Edie Brickell)"
902,Best Americana Album,Old Yellow Moon,Emmylou Harris & Rodney Crowell,"Brian Ahern, producer; Donivan Cowart, engineer/mixer"
903,Best Bluegrass Album,The Streets Of Baltimore,Del McCoury Band,"David Ferguson, engineer/mixer"
904,Best Blues Album,Get Up!,Ben Harper With Charlie Musselwhite,"Chris Goldsmith, Sheldon Gomberg, Ben Harper, Jesse Ingalls, Jason Mozersky & Jordan Richardson, producers; Sheldon Gomberg, Jason Gossman, Bill Mims & Erich Talaba, engineers/mixers"
905,Best Folk Album,My Favorite Picture Of You,Guy Clark,"Shawn Camp, Guy Clark & Chris Latham, producers; Chris Latham, engineer/mixer"
906,Best Regional Roots Music Album,Dockside Sessions,Terrance Simien & The Zydeco Experience,"George G. Receli, producer; David Farrell & George G. Receli, engineers/mixers"
907,Best Reggae Album,Ziggy Marley In Concert,Ziggy Marley,"Ziggy Marley, producer; Errol Brown & Fabian Cooke, engineers/mixers"
